protein_id,kd,scoreSB_CB,scoreMDS_CB,scoreMDW_CB,scoreKP_CB,scoreRRP_CB,scoreMNJ_Etot_CB,scoreMNJ_Elj_CB,scoreMNJ_Ee_CB,scoreMNJ_Ehb_CB,scoreEE_CB,scoreEC_CB,scoreSB_CA,scoreMDS_CA,scoreMDW_CA,scoreKP_CA,scoreRRP_CA,scoreMNJ_Etot_CA,scoreMNJ_Elj_CA,scoreMNJ_Ee_CA,scoreMNJ_Ehb_CA,scoreEE_CA,scoreEC_CA,scoreSB_BB_NB_CB,scoreMDS_BB_NB_CB,scoreMDW_BB_NB_CB,scoreKP_BB_NB_CB,scoreRRP_BB_NB_CB,scoreMNJ_BB_NB_Etot_CB,scoreMNJ_BB_NB_Elj_CB,scoreMNJ_BB_NB_Ee_CB,scoreMNJ_BB_NB_Ehb_CB,scoreEE_BB_NB_CB,scoreEC_BB_NB_CB,scoreSB_BB_Bt_CA,scoreSB_BB_B_CA,scoreSB_BB_NB_CA,scoreMDS_BB_NB_CA,scoreMDW_BB_NB_CA,scoreKP_BB_NB_CA,scoreRRP_BB_B_CA,scoreRRP_BB_NB_CA,scoreMNJ_BB_NB_Etot_CA,scoreMNJ_BB_NB_Elj_CA,scoreMNJ_BB_NB_Ee_CA,scoreMNJ_BB_NB_Ehb_CA,scoreEE_BB_NB_CA,scoreEC_BB_NB_CA
best_model_2729,8.41869942258537,5.02,5.18,13.85,3.94,2.38,-536.44,-537.78,4.39,-3.05,8.84,2.84,1.94,1.82,6.48,1.4,3.17,-23.34,-26.45,3.78,-0.67,-1.12,-2.64,16.49,17.37,17.21,158.04,-8.38,-8.63,-8.58,0.23,-0.29,6.17,59.86,3,4,8.15,9.15,8.74,139.06,-1.45,2.42,-8.06,-8.12,0.17,-0.12,4.92,51.16
best_model_273,7.88463590077503,-0.78,1.13,4.69,1.18,-34.05,-556.52,-555.99,-0.09,-0.44,-6.42,-14.42,-1.2,1.13,1.25,0.98,-3.87,-394.24,-392.31,-1.72,-0.21,-7.16,-9.12,9.12,9.38,9.71,44.36,-3.27,-67.4,-67.19,0.06,-0.27,2.73,22.88,-11,0,2.91,3.14,3.29,20.14,-0.62,1.67,-5.45,-5.44,0.09,-0.1,1.89,16.52
best_model_2730,8.28000632169761,5.02,5.18,13.85,3.94,5.99,-332.13,-333.99,4.37,-2.52,8.84,2.84,1.94,1.82,6.48,1.4,3.11,-23.43,-26.53,3.77,-0.67,-1.12,-2.64,16.35,17.31,17.04,159.02,-8.58,-5.36,-5.28,0.21,-0.29,6.12,59.33,6,-1,8.32,9.37,8.93,138.36,-1.48,2.34,-7.21,-7.26,0.17,-0.12,4.86,50.11
best_model_2731,9.4185192632254,3.36,6.06,13.54,3.02,0.73,-628.87,-630.04,4.39,-3.22,7.5,1.56,1.94,1.82,6.48,1.4,3.14,-23.33,-26.46,3.79,-0.67,-1.12,-2.64,16.29,17.27,17.07,156.92,-8.1,15.78,15.84,0.21,-0.27,6.09,59.25,4,-4,8.32,9.46,8.9,145.52,-1.44,2.59,-6.79,-6.88,0.21,-0.11,4.9,51.51
best_model_2732,8.11715269868554,5.24,4.4,14.3,3.86,2.15,-562.57,-563.84,4.34,-3.07,8.14,2.66,1.94,1.82,6.48,1.4,3.22,-23.41,-26.5,3.77,-0.67,-1.12,-2.64,16.72,17.69,17.53,153.92,-8.04,11.93,11.98,0.22,-0.28,6.07,59.09,4,-2,8.01,9.05,8.65,137.08,-1.34,2.45,-5.7,-5.76,0.17,-0.11,4.83,49.74
best_model_2733,8.89802610333608,5.02,5.18,13.85,3.94,2.79,-490.32,-491.71,4.39,-2.99,8.84,2.84,1.94,1.82,6.48,1.4,3.3,-23.22,-26.33,3.78,-0.67,-1.12,-2.64,16.14,16.98,16.9,151.48,-7.51,-7.51,-7.36,0.14,-0.28,6.06,58.91,2,-4,8.12,9.1,8.72,137.22,-1.29,2.41,-7.62,-7.68,0.17,-0.11,4.9,50.79
best_model_2734,8.95699333788194,5.02,5.18,13.85,3.94,5.86,-300.69,-302.65,4.39,-2.43,8.84,2.84,1.94,1.82,6.48,1.4,3.32,-21.57,-24.71,3.79,-0.65,-1.12,-2.64,16.78,17.81,17.61,150.22,-7.57,1.67,1.73,0.21,-0.27,6.01,58.04,3,0,7.66,8.88,8.3,138.06,-1.4,2.45,-6.9,-6.99,0.21,-0.12,4.85,50.22
best_model_2735,8.99837856576049,4.38,6.02,14.04,3.54,0.7,-641.56,-642.67,4.35,-3.25,8.92,3.36,1.94,1.82,6.48,1.4,3.19,-23.29,-26.4,3.77,-0.67,-1.12,-2.64,16.78,17.91,17.59,157.04,-9.15,13.05,13.14,0.21,-0.3,6.11,59.76,6,-4,8.24,9.41,8.87,143.28,-1.33,2.5,-7.29,-7.38,0.2,-0.12,4.99,52.01
best_model_2736,9.36484407609244,4.6,6.22,14.84,3.94,0.63,-587.54,-588.73,4.38,-3.19,7,2.06,1.94,1.82,6.48,1.4,3.32,-22.72,-25.83,3.77,-0.66,-1.12,-2.64,16.56,17.54,17.35,155.58,-9.98,12.89,12.99,0.18,-0.28,6.1,59.69,5,0,8.73,9.85,9.31,137.8,-1.47,2.35,-7.65,-7.73,0.19,-0.11,4.94,50.92
best_model_2737,8.89459354601646,5.02,5.18,13.85,3.94,6.91,-252.34,-254.45,4.39,-2.27,8.84,2.84,1.94,1.82,6.48,1.4,3.22,-21.94,-25.07,3.79,-0.65,-1.12,-2.64,17.66,18.78,18.55,157.24,-8.13,2.94,2.97,0.23,-0.26,6.18,59.99,3,1,8.2,9.19,8.79,139.44,-1.44,2.37,-7.26,-7.32,0.17,-0.11,4.85,50.28
best_model_2738,9.50692523597456,4.74,6.46,15.15,3.74,5.77,-317.73,-319.62,4.34,-2.45,8.68,3.44,1.94,1.82,6.48,1.4,3.35,-21.35,-24.48,3.77,-0.64,-1.12,-2.64,15.58,16.47,16.29,163.38,-7.97,-5.74,-5.67,0.23,-0.3,6.07,59.8,4,-3,8.5,9.58,9.08,137.24,-1.48,2.4,-7.11,-7.19,0.19,-0.11,4.88,50.08
best_model_2739,8.82231903119331,5.02,5.18,13.85,3.94,5.84,-292.47,-294.46,4.4,-2.41,8.84,2.84,1.94,1.82,6.48,1.4,3.27,-21.64,-24.78,3.78,-0.65,-1.12,-2.64,15.85,16.85,16.63,158.52,-7.5,-6.9,-6.88,0.25,-0.27,6.02,58.19,4,-4,8.13,9.16,8.76,140.4,-1.32,2.37,-7.57,-7.63,0.17,-0.11,4.82,50.13
best_model_274,7.88463590077503,-1.54,4.78,4.39,0.48,-27.35,-571.29,-570.82,-0.09,-0.37,-6.24,-13.12,-1.34,3.19,0.15,0.88,-4.37,-427.18,-425.12,-1.72,-0.34,-8.62,-9.1,8.77,9.01,9.34,50.72,-2.07,-7.74,-7.68,0.13,-0.18,2.62,22.79,-8,2,3.03,3.24,3.38,18.3,-0.58,1.7,-5.26,-5.26,0.09,-0.1,1.93,16.77
best_model_2740,9.18543150370773,3.12,8.42,15.25,3.58,4.25,-416.77,-418.38,4.37,-2.76,7.88,2.38,1.94,1.82,6.48,1.4,3.19,-22.15,-25.27,3.78,-0.65,-1.12,-2.64,15.99,16.95,16.79,149.14,-9.05,10.15,10.25,0.19,-0.29,6.01,59.1,2,4,8.13,9.19,8.78,135.22,-1.43,2.39,-7.72,-7.78,0.17,-0.12,4.81,49.79
best_model_2741,9.06386831379983,4.74,6.85,14.99,3.56,0.09,-667.14,-668.17,4.37,-3.34,7.48,2.18,1.94,1.82,6.48,1.4,3.19,-22.68,-25.79,3.77,-0.66,-1.12,-2.64,16.41,17.38,17.19,150.74,-7.01,-4.84,-4.77,0.2,-0.26,6.13,59.09,5,0,8.15,9.21,8.76,134.52,-1.35,2.37,-7.41,-7.49,0.19,-0.11,4.87,49.96
best_model_2742,9.04897944125159,5.38,5.63,14.96,4.14,7.94,-216.07,-218.25,4.3,-2.12,8.6,2.92,1.94,1.82,6.48,1.4,3.4,-20.46,-23.59,3.75,-0.63,-1.12,-2.64,14.96,15.82,15.74,157.18,-9.24,3.16,3.28,0.18,-0.3,6,59.1,3,-3,8.04,9.11,8.62,138.06,-1.47,2.41,-6.43,-6.51,0.19,-0.11,4.79,49.54
best_model_2743,9.40724028519535,3.86,6.75,14.95,3.02,2.89,-454.95,-456.5,4.41,-2.87,8.94,3.02,1.94,1.82,6.48,1.4,3.35,-22.58,-25.71,3.8,-0.66,-1.12,-2.64,16.57,17.49,17.26,157.28,-8.43,-5,-4.9,0.16,-0.26,6.2,59.78,6,-1,8.34,9.33,8.94,136.64,-1.38,2.39,-7.54,-7.6,0.17,-0.11,4.89,50.15
best_model_2744,9.39624688181528,5.02,5.18,13.85,3.94,5.13,-374.38,-376.12,4.38,-2.64,8.84,2.84,1.94,1.82,6.48,1.4,3.28,-22.42,-25.54,3.78,-0.66,-1.12,-2.64,16.79,17.78,17.6,152.9,-8.8,10.09,10.17,0.2,-0.28,6,58.53,5,-4,8.03,9.2,8.7,137.52,-1.36,2.45,-7.94,-8.03,0.2,-0.12,4.88,50.74
best_model_2745,8.55597851356804,5.38,6.01,14.8,3.96,4.53,-301.66,-303.57,4.34,-2.42,7.4,1.66,1.94,1.82,6.48,1.4,3.38,-22.26,-25.38,3.77,-0.65,-1.12,-2.64,16.33,17.35,17.14,157.2,-7.46,-6.26,-6.23,0.24,-0.27,6.11,58.43,6,-1,8.12,9.08,8.74,138.28,-1.28,2.51,-7.42,-7.49,0.17,-0.11,4.75,49.12
best_model_2746,8.58181312010934,4.58,5.71,13.62,3.66,7.08,-245.47,-247.56,4.34,-2.25,8.56,3.16,1.94,1.82,6.48,1.4,3.39,-21.1,-24.22,3.76,-0.64,-1.12,-2.64,16.55,17.54,17.28,160.12,-9.61,15.14,15.21,0.25,-0.31,6.03,60.06,6,1,8.08,9.25,8.72,128.94,-1.44,2.28,-7.8,-7.87,0.19,-0.12,4.84,49.35
best_model_2747,9.24245972865827,4.66,5.17,14.93,3.82,3.1,-438.8,-440.32,4.37,-2.85,6.52,0.42,1.94,1.82,6.48,1.4,3.47,-21.95,-25.09,3.79,-0.65,-1.12,-2.64,17.56,18.53,18.28,155.9,-8.57,-0.55,-0.5,0.21,-0.27,6.07,57.43,3,-4,8.23,9.32,8.89,137.82,-1.29,2.45,-7.94,-8.01,0.18,-0.11,4.8,49.33
best_model_2748,8.78890129730877,4.38,6.02,14.04,3.54,3.71,-454.22,-455.76,4.35,-2.81,8.92,3.36,1.94,1.82,6.48,1.4,3.18,-22.76,-25.88,3.78,-0.66,-1.12,-2.64,17.34,18.4,18.2,151.38,-7.07,1.01,1.05,0.21,-0.26,6.03,58.51,6,4,8,8.98,8.57,137.34,-1.37,2.38,-7.59,-7.63,0.16,-0.11,4.8,49.73
best_model_2749,9.12912328689983,4.7,7.74,15.78,4.02,7.25,-224.27,-226.48,4.39,-2.18,9.04,3.3,1.94,1.82,6.48,1.4,3.5,-20.66,-23.8,3.78,-0.63,-1.12,-2.64,16.57,17.54,17.32,156.76,-8.29,15.92,15.97,0.2,-0.25,6.13,59.11,6,0,7.64,8.69,8.21,137.28,-1.47,2.37,-5.85,-5.89,0.15,-0.11,4.87,49.96
best_model_275,6.52170358762058,-3.4,0.83,0.4,-0.74,-25.75,-620.1,-617.98,-1.81,-0.31,-7.28,-15.28,-2.92,-1.13,-2.23,-0.36,-5.77,-425.41,-421.18,-4.16,-0.08,-9.68,-11.08,9.11,9.41,9.74,46.66,-2.37,-7.17,-7.07,0.09,-0.19,2.71,23.16,-11,0,2.84,3.13,3.25,18.94,-0.62,1.69,-5.07,-5.1,0.13,-0.1,1.89,16.52
best_model_2750,9.20594947368189,4.38,6.02,14.04,3.54,-1.11,-769.84,-770.64,4.37,-3.56,8.92,3.36,1.94,1.82,6.48,1.4,3.08,-25.59,-28.66,3.77,-0.7,-1.12,-2.64,16.29,17.19,16.92,159.52,-8.01,-9.77,-9.65,0.18,-0.3,6.12,59.92,2,-2,8.01,8.99,8.56,136.22,-1.39,2.39,-7.38,-7.44,0.17,-0.11,4.85,49.86
best_model_2751,9.13503108197399,4.38,6.02,14.04,3.54,3.38,-488.36,-489.8,4.38,-2.94,8.92,3.36,1.94,1.82,6.48,1.4,3.12,-23.57,-26.67,3.78,-0.67,-1.12,-2.64,16.33,17.2,17.06,155.92,-7.92,-2.05,-1.95,0.2,-0.3,6.16,59.76,6,-4,7.81,8.9,8.41,136.06,-1.41,2.37,-7.3,-7.38,0.19,-0.11,4.84,49.85
best_model_2752,9.03458421445311,4.44,5.86,14.49,3.28,5.49,-315.73,-317.59,4.36,-2.51,7.8,1.1,1.94,1.82,6.48,1.4,3.14,-22.99,-26.09,3.77,-0.66,-1.12,-2.64,16.43,17.22,17.13,162.7,-8.95,2.13,2.22,0.2,-0.29,6.09,60.31,2,1,8.68,9.76,9.26,140.04,-1.41,2.49,-7.42,-7.49,0.19,-0.11,4.87,50.84
best_model_2753,8.82814752460721,5.38,5.63,14.96,4.14,8.86,-200.2,-202.51,4.38,-2.07,8.6,2.92,1.94,1.82,6.48,1.4,3.33,-19.98,-23.14,3.78,-0.63,-1.12,-2.64,16.55,17.47,17.34,149.44,-8.82,-0.23,-0.07,0.15,-0.31,6.09,58.4,6,-1,7.61,8.79,8.26,131.94,-1.39,2.32,-7.28,-7.33,0.16,-0.11,4.79,48.98
best_model_2754,9.31707990101025,4.74,6.46,15.15,3.74,0.04,-720.52,-721.47,4.37,-3.42,8.68,3.44,1.94,1.82,6.48,1.4,3.11,-24.73,-27.82,3.78,-0.69,-1.12,-2.64,16.53,17.46,17.28,156.7,-8.55,19.32,19.36,0.22,-0.26,6.17,59.64,3,-2,7.8,8.89,8.38,135.98,-1.48,2.38,-5.99,-6.04,0.17,-0.11,4.86,49.88
best_model_2755,9.09527111952262,3.66,5.56,14.02,3.22,5.68,-337.01,-338.81,4.33,-2.53,6.84,0.86,1.94,1.82,6.48,1.4,3.24,-22.52,-25.63,3.76,-0.66,-1.12,-2.64,16.41,17.36,17.21,150.94,-8.25,3.61,3.71,0.18,-0.28,5.98,57.62,3,1,8.08,9.13,8.66,132.3,-1.45,2.4,-7.63,-7.69,0.17,-0.11,4.84,49.09
best_model_2756,9.53588371382892,5.02,5.18,13.85,3.94,5.39,-357.65,-359.43,4.38,-2.6,8.84,2.84,1.94,1.82,6.48,1.4,3.37,-21.7,-24.85,3.79,-0.65,-1.12,-2.64,16.35,17.18,17.04,158.64,-7.58,9.35,9.42,0.2,-0.27,6.1,59.79,1,-4,8.14,9.2,8.76,141.1,-1.49,2.36,-7.35,-7.42,0.19,-0.12,4.89,50.69
best_model_2757,9.06894692420504,3.9,5.16,13.89,3.1,2.98,-430.93,-432.57,4.39,-2.75,9.02,3.52,1.94,1.82,6.48,1.4,3.28,-22.52,-25.65,3.78,-0.66,-1.12,-2.64,16.26,17.13,17.02,154.08,-7.96,-13.51,-13.4,0.18,-0.29,6.03,58.75,3,0,7.82,8.93,8.45,137.2,-1.35,2.37,-7.68,-7.75,0.19,-0.11,4.86,49.87
best_model_2758,8.84307051353652,4.38,6.02,14.04,3.54,3.3,-493.61,-495,4.35,-2.97,8.92,3.36,1.94,1.82,6.48,1.4,3.12,-23.09,-26.2,3.77,-0.66,-1.12,-2.64,16.49,17.46,17.25,153.54,-7.71,-1.36,-1.29,0.21,-0.28,6.07,58.48,5,0,8.34,9.3,8.94,144.88,-1.32,2.48,-7.84,-7.89,0.17,-0.11,4.92,51.55
best_model_2759,8.99837856576049,5.52,4.82,14.08,3.98,2.57,-510.55,-511.98,4.4,-2.96,10.54,4.82,1.94,1.82,6.48,1.4,3.36,-22.39,-25.52,3.78,-0.66,-1.12,-2.64,16.8,17.7,17.52,150.68,-8.15,1.88,1.94,0.23,-0.28,6.08,57.94,6,0,7.99,9,8.59,136.18,-1.39,2.33,-7.11,-7.19,0.19,-0.11,4.86,49.81
best_model_276,7.69758296282779,-0.44,6.14,3.87,1.78,-44.7,-454.96,-454.45,-0.09,-0.42,-4.26,-10.08,-1.36,3.86,-0.14,1.36,-4.16,-383.94,-382.1,-1.76,-0.08,-7.66,-7.7,7.77,8.11,8.49,44.58,-2.61,-2.27,-2.19,0.11,-0.19,2.66,22.66,-7,-2,2.86,3.16,3.3,18.06,-0.57,1.74,-4.89,-4.89,0.11,-0.1,1.9,16.59
best_model_2760,8.79975726873969,4.38,6.02,14.04,3.54,-3.29,-964.69,-965.2,4.38,-3.87,8.92,3.36,1.94,1.82,6.48,1.4,3.06,-24.53,-27.63,3.78,-0.68,-1.12,-2.64,16.16,17.07,16.92,154.68,-8.36,-13.09,-13.02,0.22,-0.29,6.03,58.48,2,-4,8.1,9.19,8.76,139.96,-1.36,2.38,-7.66,-7.73,0.19,-0.11,4.87,50.61
best_model_2761,9.04897944125159,2.82,8.42,14.67,2.7,3.55,-404.04,-405.69,4.34,-2.69,9.62,3.32,1.94,1.82,6.48,1.4,3.07,-23.16,-26.28,3.78,-0.67,-1.12,-2.64,15.62,16.65,16.41,156.76,-8.65,6.68,6.75,0.22,-0.29,6.13,59.71,3,-2,7.71,8.78,8.32,141.94,-1.52,2.44,-6.88,-6.97,0.21,-0.11,4.89,50.82
best_model_2762,9.09527111952262,3.9,5.16,13.89,3.1,-0.22,-656.13,-657.24,4.36,-3.25,9.02,3.52,1.94,1.82,6.48,1.4,3.08,-25.24,-28.32,3.77,-0.69,-1.12,-2.64,16.49,17.3,17.22,157.96,-8,8.17,8.28,0.15,-0.27,6.21,59.93,6,-4,7.96,9.08,8.6,142.02,-1.42,2.44,-7.72,-7.8,0.19,-0.11,4.92,51.15
best_model_2763,9.18543150370773,4.54,4.32,13.69,3.5,0.84,-669.2,-670.26,4.34,-3.28,8.94,3,1.94,1.82,6.48,1.4,2.95,-25.03,-28.11,3.77,-0.69,-1.12,-2.64,16.02,16.89,16.75,157.4,-8,2.26,2.34,0.21,-0.29,6.1,59.45,3,0,8.58,9.62,9.13,139.46,-1.49,2.36,-7.71,-7.78,0.19,-0.11,4.84,49.83
best_model_2764,9.3451035749736,3.82,4.38,14.18,3.22,2.64,-524.19,-525.55,4.36,-3,7.42,1.14,1.94,1.82,6.48,1.4,3.17,-23.76,-26.87,3.78,-0.68,-1.12,-2.64,17.18,18.18,17.99,156.36,-8.63,-6.12,-5.99,0.18,-0.3,6.15,60.16,3,-4,8.15,9.16,8.76,138.9,-1.38,2.35,-7.68,-7.73,0.17,-0.11,4.86,50.74
best_model_2765,9.46681524025979,5.02,5.18,13.85,3.94,5.65,-356.69,-358.42,4.38,-2.64,8.84,2.84,1.94,1.82,6.48,1.4,3.37,-21.93,-25.06,3.78,-0.65,-1.12,-2.64,16.25,17.1,17.04,152.7,-7.97,0.96,1.02,0.2,-0.26,6.1,58.93,1,-2,8.01,9.2,8.67,139.22,-1.38,2.52,-6.82,-6.92,0.2,-0.11,4.87,50.81
best_model_2766,9.50692523597456,5.38,5.63,14.96,4.14,6.22,-286.84,-288.83,4.4,-2.41,8.6,2.92,1.94,1.82,6.48,1.4,3.37,-21.86,-24.99,3.78,-0.65,-1.12,-2.64,17.31,18.36,18.1,162.62,-7.77,1.65,1.66,0.26,-0.27,6.25,60.53,5,-3,8.1,9.25,8.76,131.14,-1.41,2.51,-6.86,-6.93,0.19,-0.11,4.86,49.82
best_model_2767,9.40724028519535,4.74,6.46,15.15,3.74,0.11,-656.81,-657.85,4.37,-3.33,8.68,3.44,1.94,1.82,6.48,1.4,3.34,-23.02,-26.12,3.77,-0.66,-1.12,-2.64,16.09,16.94,16.77,155.92,-9.12,-9.51,-9.4,0.18,-0.29,6.01,58.61,4,-3,7.66,8.83,8.27,134.28,-1.36,2.42,-7.72,-7.81,0.2,-0.12,4.76,49
best_model_2768,9.10073303103235,5.02,5.18,13.85,3.94,6.57,-280.04,-282.02,4.37,-2.39,8.84,2.84,1.94,1.82,6.48,1.4,3.33,-21.67,-24.8,3.78,-0.65,-1.12,-2.64,17.09,18.25,17.93,157.62,-8.55,9.21,9.3,0.19,-0.29,6.23,60.76,2,-3,8.33,9.5,9.03,135.54,-1.38,2.47,-7.66,-7.73,0.18,-0.11,4.92,50.37
best_model_2769,9.47977788166218,4.5,5.91,14.76,3.42,4.37,-358.35,-360.11,4.4,-2.64,8.86,2.5,1.94,1.82,6.48,1.4,3.39,-21.81,-24.95,3.78,-0.65,-1.12,-2.64,16.48,17.41,17.21,150.5,-7.39,1.64,1.69,0.22,-0.27,6.09,58.05,1,-4,7.71,8.77,8.34,138.42,-1.36,2.57,-6.61,-6.69,0.19,-0.11,4.83,49.91
best_model_277,8.5213432689007,0.74,4.4,6.27,1.38,-33.07,-561.72,-561.51,0.16,-0.37,-5.72,-16.08,1.36,6.91,2.6,1.48,-4.71,-409.97,-408.2,-1.5,-0.26,-8.2,-10.16,9.3,9.6,9.93,42.06,-2.59,-29.2,-29.06,0.08,-0.23,2.68,22.16,-12,0,3.04,3.39,3.51,14.86,-0.56,1.7,-4.8,-4.82,0.12,-0.1,1.86,15.31
best_model_2770,9.38552494842822,5.38,5.63,14.96,4.14,-0.66,-743.68,-744.53,4.4,-3.55,8.6,2.92,1.94,1.82,6.48,1.4,3.32,-23.8,-26.91,3.79,-0.68,-1.12,-2.64,15.82,16.82,16.67,153.92,-7.32,-4.14,-4.08,0.23,-0.28,6.11,58.64,6,0,7.66,8.63,8.21,139.4,-1.41,2.35,-8.09,-8.13,0.15,-0.12,4.88,50.66
best_model_2771,9.53588371382892,5.38,5.63,14.96,4.14,5.28,-372.81,-374.57,4.4,-2.63,8.6,2.92,1.94,1.82,6.48,1.4,3.54,-21.11,-24.25,3.78,-0.64,-1.12,-2.64,16.04,17,16.91,151.64,-7.78,0.01,0.07,0.2,-0.26,6.11,58.91,6,0,8.16,9.27,8.79,135.72,-1.47,2.38,-7.84,-7.92,0.19,-0.11,4.91,50.2
best_model_2772,9.15325261870825,4.74,6.46,15.15,3.74,2.47,-458.82,-460.35,4.38,-2.84,8.68,3.44,1.94,1.82,6.48,1.4,3.18,-23.54,-26.65,3.78,-0.67,-1.12,-2.64,16.17,17.14,16.92,153.94,-7.65,0.3,0.37,0.2,-0.26,6.1,58.66,6,-4,7.98,9.02,8.61,134.66,-1.45,2.34,-7.06,-7.14,0.19,-0.11,4.8,49.01
best_model_2773,9.31707990101025,4.3,6.71,16.48,3.68,4.21,-400.67,-402.31,4.37,-2.73,9.26,2.42,1.94,1.82,6.48,1.4,3.17,-23.52,-26.62,3.76,-0.67,-1.12,-2.64,15.9,16.88,16.71,141.6,-8.32,-15.53,-15.44,0.2,-0.3,5.99,57.18,5,-2,8.49,9.49,9.11,132.72,-1.34,2.36,-8.02,-8.08,0.17,-0.12,4.82,49.57
best_model_2774,9.32622163318472,4.38,6.02,14.04,3.54,-1.61,-811.69,-812.39,4.37,-3.67,8.92,3.36,2.58,0.98,6.28,1.8,2.94,-24.52,-27.59,3.75,-0.68,-1.2,-3.16,16.51,17.4,17.32,154.8,-8.41,4.46,4.5,0.24,-0.27,6.09,59.65,4,-3,7.79,8.83,8.39,136.74,-1.43,2.35,-7.67,-7.73,0.17,-0.12,4.78,49.65
best_model_2775,9.43009904919249,4.02,6.4,14.97,3.24,4.8,-318.36,-320.23,4.36,-2.5,5.4,-0.32,1.94,1.82,6.48,1.4,3.36,-21.28,-24.41,3.77,-0.64,-1.12,-2.64,15.85,16.69,16.55,160.4,-8.62,-10.26,-10.17,0.19,-0.29,6.08,59.39,2,-4,7.98,9.13,8.63,136,-1.4,2.4,-7.62,-7.69,0.18,-0.11,4.79,49.98
best_model_2776,9.50692523597456,4.38,6.02,14.04,3.54,4.07,-357.36,-359.15,4.38,-2.59,8.92,3.36,1.94,1.82,6.48,1.4,3.17,-22.72,-25.84,3.79,-0.66,-1.12,-2.64,16.4,17.25,17.13,156.68,-8.63,0.54,0.62,0.2,-0.29,6.1,59.81,2,0,7.93,8.95,8.54,138.36,-1.35,2.41,-7.71,-7.76,0.17,-0.11,4.86,50.61
best_model_2777,9.32622163318472,4.06,8.58,15.97,3.62,4.44,-399.81,-401.44,4.38,-2.75,9.12,3.82,1.94,1.82,6.48,1.4,3.18,-22.71,-25.82,3.77,-0.66,-1.12,-2.64,17.2,18.28,17.99,155.74,-9.18,10.14,10.21,0.23,-0.3,6.19,59.95,5,-1,7.94,9.02,8.6,126.48,-1.48,2.19,-7.05,-7.11,0.17,-0.11,4.78,48.49
best_model_2778,9.63653573903838,3.9,5.16,13.89,3.1,3.64,-452.67,-454.23,4.37,-2.82,9.02,3.52,1.94,1.82,6.48,1.4,3.25,-23.31,-26.42,3.77,-0.67,-1.12,-2.64,16.54,17.5,17.31,151.62,-10.17,0.25,0.35,0.17,-0.28,6.06,58.85,5,4,8.33,9.45,8.96,134.9,-1.36,2.46,-7.95,-8.02,0.19,-0.12,4.91,50.27
best_model_2779,9.49313943557742,4.38,6.02,14.04,3.54,4.48,-380.43,-382.13,4.38,-2.68,8.92,3.36,1.94,1.82,6.48,1.4,3.29,-22.47,-25.59,3.78,-0.66,-1.12,-2.64,16.23,17.33,17.16,146.48,-8.17,-11.17,-11.05,0.17,-0.28,6.03,58.68,2,-2,7.67,8.78,8.31,139.16,-1.36,2.4,-7.83,-7.91,0.19,-0.11,4.85,50.51
best_model_278,5.69794328154768,-0.18,3.12,4.87,1.4,-25.14,-2.35,-2.32,0.24,-0.27,6.18,0.9,0.06,-1.43,-1.85,0.56,3.55,2.33,2.19,0.17,-0.02,3.98,0.48,4.04,4.34,4.17,1.2,-1.71,-6.69,-6.79,0.14,-0.04,2.14,13.75,17,-3,1.71,1.9,1.78,-2.44,-3.49,-0.38,32.65,32.55,0.13,-0.03,1.96,12.2
best_model_2780,9.49313943557742,3.1,5.39,16.3,2.92,1.33,-558.47,-559.74,4.36,-3.1,7.28,0.08,2.58,0.98,6.28,1.8,3.23,-22.64,-25.75,3.78,-0.66,-1.2,-3.16,15.95,16.97,16.8,161.42,-8.36,4.9,4.95,0.23,-0.29,6.05,59.35,5,3,8.28,9.33,8.9,136.04,-1.49,2.5,-7.62,-7.69,0.17,-0.11,4.86,50.45
best_model_2781,9.4185192632254,4.74,6.46,15.15,3.74,-0.97,-759.82,-760.69,4.36,-3.5,8.68,3.44,1.94,1.82,6.48,1.4,3.14,-24.79,-27.88,3.78,-0.69,-1.12,-2.64,16.15,17.17,16.85,166.9,-8.32,-2.34,-2.32,0.27,-0.29,6.25,61.17,6,-4,8.16,9.29,8.78,141,-1.43,2.37,-8.03,-8.1,0.19,-0.11,4.89,50.88
best_model_2782,9.52116310954073,4.6,6.22,14.84,3.94,3.66,-415.09,-416.73,4.38,-2.74,7,2.06,1.94,1.82,6.48,1.4,3.14,-23.13,-26.24,3.78,-0.67,-1.12,-2.64,16.63,17.55,17.38,155.6,-9.13,16.97,17.01,0.22,-0.27,6.18,59.92,6,-4,7.83,9.01,8.49,132.9,-1.45,2.45,-6.81,-6.9,0.2,-0.11,4.79,49.28
best_model_2783,9.16583947796717,4.38,6.02,14.04,3.54,6.42,-283.6,-285.57,4.37,-2.4,8.92,3.36,1.94,1.82,6.48,1.4,3.3,-21.48,-24.61,3.78,-0.64,-1.12,-2.64,17.15,18.1,17.95,150.54,-8.27,16.62,16.66,0.24,-0.28,6.09,59.3,2,-4,8.14,9.1,8.73,139.78,-1.31,2.5,-7.19,-7.25,0.17,-0.11,4.86,50.78
